src_ip,dst_ip,src_port,dst_port,protocol,app,domain,packets,bytes,start_ts,status,country
192.168.50.154,224.0.0.251,5353,5353,UDP,Unknown,,1,87,1772215255,FORWARDED,Unknown
192.168.50.154,239.255.255.250,46857,1900,UDP,Unknown,,1,167,1772215255,FORWARDED,Unknown
192.168.52.36,224.0.0.251,5353,5353,UDP,Unknown,,1,368,1772215255,FORWARDED,Unknown
142.250.182.195,192.168.51.232,443,56278,UDP,Google,www.gstatic.com,1,82,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,60540,53,UDP,DNS,,1,74,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,61632,53,UDP,DNS,,1,76,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,55342,53,UDP,DNS,,1,74,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,63072,53,UDP,DNS,,1,76,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55342,UDP,DNS,,1,96,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,60540,UDP,DNS,,1,90,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,61632,UDP,DNS,,1,98,1772215255,FORWARDED,LAN
192.168.51.232,142.250.193.100,50402,443,UDP,Google,www.google.com,1,1292,1772215255,FORWARDED,USA
192.168.51.232,142.250.193.100,56433,443,TCP,Google,www.google.com,1,66,1772215255,FORWARDED,USA
192.168.51.232,192.168.3.8,52032,53,UDP,DNS,,1,78,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,55938,53,UDP,DNS,,1,78,1772215255,FORWARDED,LAN
142.250.182.195,192.168.51.232,443,60343,TCP,Google,www.gstatic.com,1,66,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63072,UDP,DNS,,1,92,1772215255,FORWARDED,LAN
192.168.51.232,172.217.24.67,57846,443,UDP,Google,www.google.co.in,1,1292,1772215255,FORWARDED,USA
142.250.193.100,192.168.51.232,443,50402,UDP,Google,www.google.com,1,82,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52032,UDP,DNS,,1,127,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55938,UDP,DNS,,1,368,1772215255,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,56433,TCP,Google,www.google.com,1,66,1772215255,FORWARDED,LAN
192.168.51.232,209.85.165.102,56427,443,TCP,Google,rr1.sn-q4flrn7r.googlevideo.com,1,66,1772215255,FORWARDED,Unknown
192.168.51.232,209.85.165.102,62432,443,TCP,Google,rr1.sn-q4flrn7r.googlevideo.com,1,66,1772215255,FORWARDED,Unknown
209.85.165.102,192.168.51.232,443,58734,UDP,Google,rr1.sn-q4flrn7r.googlevideo.com,1,82,1772215255,FORWARDED,LAN
216.58.203.14,192.168.51.232,443,59187,UDP,Google,youtube-ui.l.google.com,200,215341,1772215253,FORWARDED,LAN
192.168.51.232,172.217.24.67,49211,443,TCP,Google,www.google.co.in,1,66,1772215255,FORWARDED,USA
172.217.24.67,192.168.51.232,443,57846,UDP,Google,www.google.co.in,1,82,1772215255,FORWARDED,LAN
192.168.51.25,224.0.0.251,5353,5353,UDP,Unknown,,1,436,1772215255,FORWARDED,Unknown
172.217.24.67,192.168.51.232,443,49211,TCP,Google,www.google.co.in,1,66,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,51008,53,UDP,DNS,,1,78,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,51628,53,UDP,DNS,,1,78,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,61125,53,UDP,DNS,,1,85,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,62578,53,UDP,DNS,,1,85,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,52476,53,UDP,DNS,,1,73,1772215255,FORWARDED,LAN
192.168.51.232,192.168.3.8,52840,53,UDP,DNS,,1,73,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,51008,UDP,DNS,,1,100,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,51628,UDP,DNS,,1,94,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62578,UDP,DNS,,1,101,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52840,UDP,DNS,,1,130,1772215255,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52476,UDP,DNS,,1,233,1772215255,FORWARDED,LAN
192.168.51.232,216.58.200.166,58444,443,UDP,HTTPS,ad.doubleclick.net,1,1292,1772215255,FORWARDED,USA
192.168.51.232,172.253.118.132,59467,443,UDP,Google,yt3.ggpht.com,1,1292,1772215255,FORWARDED,Unknown
192.168.51.232,142.250.193.33,54679,443,UDP,Google,tpc.googlesyndication.com,1,1292,1772215255,FORWARDED,USA
192.168.3.8,192.168.51.232,53,61125,UDP,DNS,,1,142,1772215255,FORWARDED,LAN
192.168.51.232,216.58.200.166,63642,443,TCP,HTTPS,ad.doubleclick.net,1,66,1772215255,FORWARDED,USA
192.168.51.232,142.250.193.33,53430,443,TCP,Google,tpc.googlesyndication.com,1,66,1772215255,FORWARDED,USA
209.85.165.102,192.168.51.232,443,62432,TCP,Google,rr1.sn-q4flrn7r.googlevideo.com,1,66,1772215255,FORWARDED,LAN
209.85.165.102,192.168.51.232,443,56427,TCP,Google,rr1.sn-q4flrn7r.googlevideo.com,1,66,1772215255,FORWARDED,LAN
216.58.200.166,192.168.51.232,443,58444,UDP,HTTPS,ad.doubleclick.net,1,82,1772215255,FORWARDED,LAN
142.250.193.33,192.168.51.232,443,54679,UDP,Google,tpc.googlesyndication.com,1,82,1772215255,FORWARDED,LAN
216.58.200.166,192.168.51.232,443,63642,TCP,HTTPS,ad.doubleclick.net,1,66,1772215255,FORWARDED,LAN
142.250.193.33,192.168.51.232,443,53430,TCP,Google,tpc.googlesyndication.com,1,66,1772215255,FORWARDED,LAN
172.253.118.132,192.168.51.232,443,59467,UDP,Google,yt3.ggpht.com,1,82,1772215255,FORWARDED,LAN
142.250.193.33,192.168.51.232,443,54679,UDP,Google,tpc.googlesyndication.com,50,58487,1772215255,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,50,56413,1772215253,FORWARDED,LAN
192.168.51.232,74.125.68.119,53012,443,UDP,YouTube,i.ytimg.com,50,9561,1772215253,FORWARDED,USA
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,100,120997,1772215253,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,150,185593,1772215253,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,200,250176,1772215253,FORWARDED,LAN
192.168.51.232,216.58.203.14,59187,443,UDP,Google,youtube-ui.l.google.com,100,21339,1772215253,FORWARDED,USA
192.168.51.222,224.0.0.251,5353,5353,UDP,Unknown,,1,168,1772215256,FORWARDED,Unknown
192.168.51.232,192.168.3.8,63925,53,UDP,DNS,,1,79,1772215256,FORWARDED,LAN
192.168.51.232,192.168.3.8,55590,53,UDP,DNS,,1,79,1772215256,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63925,UDP,DNS,,1,153,1772215256,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55590,UDP,DNS,,1,119,1772215256,FORWARDED,LAN
192.168.51.232,216.58.196.110,62449,443,UDP,Google,clients.l.google.com,1,1292,1772215256,FORWARDED,USA
192.168.51.232,216.58.196.110,59238,443,TCP,Google,clients.l.google.com,1,66,1772215256,FORWARDED,USA
216.58.196.110,192.168.51.232,443,62449,UDP,Google,clients.l.google.com,1,82,1772215256,FORWARDED,LAN
216.58.196.110,192.168.51.232,443,59238,TCP,Google,clients.l.google.com,1,66,1772215256,FORWARDED,LAN
216.58.203.14,192.168.51.232,443,59187,UDP,Google,youtube-ui.l.google.com,250,250178,1772215253,FORWARDED,LAN
192.168.52.124,239.255.255.250,54717,3702,UDP,Unknown,,1,1125,1772215257,FORWARDED,Unknown
192.168.51.232,169.254.169.254,59239,80,TCP,HTTP,,1,66,1772215257,FORWARDED,Unknown
192.168.52.64,239.255.255.250,41068,1900,UDP,Unknown,,1,167,1772215257,FORWARDED,Unknown
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,250,314170,1772215253,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,300,378766,1772215253,FORWARDED,LAN
192.168.51.232,192.168.3.8,56165,53,UDP,DNS,,1,96,1772215257,FORWARDED,LAN
192.168.51.232,192.168.3.8,63415,53,UDP,DNS,,1,96,1772215257,FORWARDED,LAN
192.168.51.232,216.58.203.14,59187,443,UDP,Google,youtube-ui.l.google.com,150,59346,1772215253,FORWARDED,USA
192.168.3.8,192.168.51.232,53,56165,UDP,DNS,,1,129,1772215257,FORWARDED,LAN
192.168.52.92,239.255.255.250,42653,1900,UDP,Unknown,,1,179,1772215257,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,63415,UDP,DNS,,1,145,1772215257,FORWARDED,LAN
192.168.51.232,169.254.169.254,59240,80,TCP,HTTP,,1,66,1772215257,FORWARDED,Unknown
192.168.51.232,116.119.100.142,49197,443,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,1,1292,1772215257,FORWARDED,India
192.168.51.146,224.0.0.251,5353,5353,UDP,Unknown,,1,103,1772215257,FORWARDED,Unknown
192.168.51.232,116.119.100.142,61844,443,TCP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,1,66,1772215257,FORWARDED,India
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,1,82,1772215257,FORWARDED,LAN
216.58.203.14,192.168.51.232,443,59187,UDP,Google,youtube-ui.l.google.com,300,297450,1772215253,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,61844,TCP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,1,66,1772215257,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,50,52141,1772215257,FORWARDED,LAN
192.168.51.232,116.119.100.142,49197,443,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,50,21793,1772215257,FORWARDED,India
192.168.51.232,192.168.3.8,56211,53,UDP,DNS,,1,82,1772215257,FORWARDED,LAN
192.168.51.232,192.168.3.8,62041,53,UDP,DNS,,1,82,1772215257,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,62041,UDP,DNS,,1,98,1772215257,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,100,113060,1772215257,FORWARDED,LAN
192.168.51.232,172.217.167.230,63781,443,UDP,HTTPS,static.doubleclick.net,1,1292,1772215257,FORWARDED,USA
192.168.3.8,192.168.51.232,53,56211,UDP,DNS,,1,142,1772215257,FORWARDED,LAN
192.168.51.232,169.254.169.254,61845,80,TCP,HTTP,,1,66,1772215257,FORWARDED,Unknown
172.217.167.230,192.168.51.232,443,63781,UDP,HTTPS,static.doubleclick.net,1,82,1772215257,FORWARDED,LAN
192.168.50.246,224.0.0.251,5353,5353,UDP,Unknown,,1,119,1772215257,FORWARDED,Unknown
172.253.118.132,192.168.51.232,443,59467,UDP,Google,yt3.ggpht.com,50,56520,1772215255,FORWARDED,LAN
192.168.51.232,172.253.118.132,59467,443,UDP,Google,yt3.ggpht.com,50,9369,1772215255,FORWARDED,Unknown
172.253.118.132,192.168.51.232,443,59467,UDP,Google,yt3.ggpht.com,100,121120,1772215255,FORWARDED,LAN
172.253.118.132,192.168.51.232,443,59467,UDP,Google,yt3.ggpht.com,150,185712,1772215255,FORWARDED,LAN
192.168.51.125,224.0.0.251,5353,5353,UDP,Unknown,,1,103,1772215257,FORWARDED,Unknown
192.168.52.124,224.0.0.251,5353,5353,UDP,Unknown,,1,81,1772215257,FORWARDED,Unknown
192.168.52.64,224.0.0.251,5353,5353,UDP,Unknown,,1,87,1772215257,FORWARDED,Unknown
192.168.52.2,224.0.0.251,5353,5353,UDP,Unknown,,1,79,1772215258,FORWARDED,Unknown
192.168.51.232,169.254.169.254,61846,80,TCP,HTTP,,1,66,1772215258,FORWARDED,Unknown
192.168.52.19,239.255.255.250,53428,1900,UDP,Unknown,,1,211,1772215258,FORWARDED,Unknown
192.168.51.232,192.168.3.8,61011,53,UDP,DNS,,1,96,1772215258,FORWARDED,LAN
192.168.51.232,192.168.3.8,60059,53,UDP,DNS,,1,96,1772215258,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,60059,UDP,DNS,,1,145,1772215258,FORWARDED,LAN
192.168.51.232,182.79.143.141,65279,443,UDP,Google,rr2.sn-ci5gup-h556.googlevideo.com,1,1292,1772215258,FORWARDED,India
192.168.3.8,192.168.51.232,53,61011,UDP,DNS,,1,129,1772215258,FORWARDED,LAN
182.79.143.141,192.168.51.232,443,65279,UDP,Google,rr2.sn-ci5gup-h556.googlevideo.com,1,82,1772215258,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,150,168836,1772215257,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,200,232885,1772215257,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,250,297485,1772215257,FORWARDED,LAN
116.119.100.142,192.168.51.232,443,49197,UDP,Google,rr3.sn-ci5gup-h55r.googlevideo.com,300,362085,1772215257,FORWARDED,LAN
192.168.51.232,192.168.3.8,60497,53,UDP,DNS,,1,97,1772215258,FORWARDED,LAN
192.168.51.232,192.168.3.8,64106,53,UDP,DNS,,1,97,1772215258,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64106,UDP,DNS,,1,147,1772215258,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,350,440111,1772215253,FORWARDED,LAN
192.168.51.232,116.119.101.13,50746,443,UDP,Google,rr2.sn-ci5gup-h55e7.googlevideo.com,1,1292,1772215258,FORWARDED,India
192.168.51.232,74.125.68.119,53012,443,UDP,YouTube,i.ytimg.com,100,14457,1772215253,FORWARDED,USA
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,400,504703,1772215253,FORWARDED,LAN
192.168.51.232,216.58.203.14,59187,443,UDP,Google,youtube-ui.l.google.com,200,88356,1772215253,FORWARDED,USA
192.168.3.8,192.168.51.232,53,60497,UDP,DNS,,1,131,1772215258,FORWARDED,LAN
116.119.101.13,192.168.51.232,443,50746,UDP,Google,rr2.sn-ci5gup-h55e7.googlevideo.com,1,82,1772215258,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,450,566801,1772215253,FORWARDED,LAN
192.168.52.124,192.168.55.255,137,137,UDP,Unknown,,1,110,1772215259,FORWARDED,LAN
216.58.203.14,192.168.51.232,443,59187,UDP,Google,youtube-ui.l.google.com,350,312551,1772215253,FORWARDED,LAN
192.168.51.232,192.168.3.8,62201,53,UDP,DNS,,1,97,1772215259,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,54795,UDP,DNS,,1,147,1772215259,FORWARDED,LAN
192.168.51.232,192.168.3.8,54795,53,UDP,DNS,,1,97,1772215259,FORWARDED,LAN
192.168.51.232,116.119.101.15,61508,443,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,1,1292,1772215259,FORWARDED,India
192.168.50.134,224.0.0.251,5353,5353,UDP,Unknown,,1,103,1772215259,FORWARDED,Unknown
192.168.51.232,116.119.101.15,60231,443,TCP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,1,66,1772215259,FORWARDED,India
192.168.3.8,192.168.51.232,53,62201,UDP,DNS,,1,131,1772215259,FORWARDED,LAN
192.168.51.125,239.255.255.250,41264,1900,UDP,Unknown,,1,167,1772215259,FORWARDED,Unknown
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,1,82,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,60231,TCP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,1,66,1772215259,FORWARDED,LAN
192.168.52.124,239.255.255.250,61878,1900,UDP,Unknown,,1,179,1772215259,FORWARDED,Unknown
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,50,53378,1772215259,FORWARDED,LAN
192.168.51.232,116.119.101.15,61508,443,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,50,17494,1772215259,FORWARDED,India
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,100,117978,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,150,182578,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,200,246998,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,250,311598,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,300,376198,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,350,440798,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,400,504874,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,450,569474,1772215259,FORWARDED,LAN
192.168.51.232,116.119.101.15,61508,443,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,100,21252,1772215259,FORWARDED,India
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,500,634074,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,550,698358,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,600,762656,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,650,827256,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,700,891856,1772215259,FORWARDED,LAN
116.119.101.15,192.168.51.232,443,61508,UDP,Google,rr4.sn-ci5gup-h55e7.googlevideo.com,750,955933,1772215259,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,500,627295,1772215253,FORWARDED,LAN
74.125.68.119,192.168.51.232,443,53012,UDP,YouTube,i.ytimg.com,550,691049,1772215253,FORWARDED,LAN
216.58.203.14,192.168.51.232,443,59187,UDP,Google,youtube-ui.l.google.com,400,341475,1772215253,FORWARDED,LAN
192.168.51.232,192.168.3.8,58067,53,UDP,DNS,,1,97,1772215260,FORWARDED,LAN
192.168.51.232,192.168.3.8,64643,53,UDP,DNS,,1,97,1772215260,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64643,UDP,DNS,,1,147,1772215260,FORWARDED,LAN
192.168.51.232,116.119.237.79,60144,443,UDP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,1,1292,1772215260,FORWARDED,India
192.168.3.8,192.168.51.232,53,58067,UDP,DNS,,1,131,1772215260,FORWARDED,LAN
192.168.51.232,116.119.237.79,63021,443,TCP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,1,66,1772215260,FORWARDED,India
116.119.237.79,192.168.51.232,443,60144,UDP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,1,82,1772215260,FORWARDED,LAN
116.119.237.79,192.168.51.232,443,63021,TCP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,1,66,1772215260,FORWARDED,LAN
192.168.51.22,224.0.0.251,5353,5353,UDP,Unknown,,1,100,1772215260,FORWARDED,Unknown
192.168.51.95,224.0.0.251,5353,5353,UDP,Unknown,,1,119,1772215260,FORWARDED,Unknown
116.119.237.79,192.168.51.232,443,60144,UDP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,50,53385,1772215260,FORWARDED,LAN
192.168.51.232,116.119.237.79,60144,443,UDP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,50,15515,1772215260,FORWARDED,India
192.168.50.111,224.0.0.251,5353,5353,UDP,Unknown,,1,342,1772215260,FORWARDED,Unknown
116.119.237.79,192.168.51.232,443,60144,UDP,Google,rr4.sn-ci5gup-h55es.googlevideo.com,100,117985,1772215260,FORWARDED,LAN
192.168.51.232,216.58.203.14,59187,443,UDP,Google,youtube-ui.l.google.com,250,112751,1772215253,FORWARDED,USA
192.168.51.232,192.168.3.8,58632,53,UDP,DNS,,1,97,1772215260,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58632,UDP,DNS,,1,147,1772215260,FORWARDED,LAN
192.168.51.232,192.168.3.8,49965,53,UDP,DNS,,1,97,1772215260,FORWARDED,LAN
182.79.143.141,192.168.51.232,443,65279,UDP,Google,rr2.sn-ci5gup-h556.googlevideo.com,50,47264,1772215258,FORWARDED,LAN
192.168.51.232,116.119.220.18,52724,443,UDP,Google,rr7.sn-ci5gup-h55el.googlevideo.com,1,1292,1772215260,FORWARDED,India
192.168.51.232,182.79.143.141,65279,443,UDP,Google,rr2.sn-ci5gup-h556.googlevideo.com,50,20977,1772215258,FORWARDED,India
182.79.143.141,192.168.51.232,443,65279,UDP,Google,rr2.sn-ci5gup-h556.googlevideo.com,100,111864,1772215258,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,49965,UDP,DNS,,1,131,1772215260,FORWARDED,LAN
116.119.220.18,192.168.51.232,443,52724,UDP,Google,rr7.sn-ci5gup-h55el.googlevideo.com,1,82,1772215260,FORWARDED,LAN
192.168.51.136,224.0.0.251,5353,5353,UDP,Unknown,,1,465,1772215261,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,100,67223,1772215246,FORWARDED,LAN
216.58.203.14,192.168.51.232,443,59187,UDP,Google,youtube-ui.l.google.com,450,361464,1772215253,FORWARDED,LAN
192.168.52.54,224.0.0.251,5353,5353,UDP,Unknown,,1,82,1772215263,FORWARDED,Unknown
192.168.50.117,224.0.0.251,5353,5353,UDP,Unknown,,1,224,1772215263,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,150,114206,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,100,19287,1772215246,FORWARDED,USA
192.168.51.146,239.255.255.250,49592,1900,UDP,Unknown,,1,167,1772215264,FORWARDED,Unknown
192.168.52.75,224.0.0.251,5353,5353,UDP,Unknown,,1,628,1772215265,FORWARDED,Unknown
192.168.51.198,192.168.55.255,57621,57621,UDP,Unknown,,1,82,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,200,132669,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,49665,53,UDP,DNS,,1,84,1772215266,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,49665,UDP,DNS,,1,106,1772215266,FORWARDED,LAN
192.168.51.232,142.250.193.98,61377,443,UDP,YouTube,[QUIC/YouTube],1,1292,1772215266,FORWARDED,USA
192.168.51.232,142.250.193.98,61336,443,TCP,YouTube,,1,66,1772215266,FORWARDED,USA
142.250.193.98,192.168.51.232,443,61377,UDP,YouTube,[QUIC/YouTube],1,82,1772215266,FORWARDED,LAN
142.250.193.98,192.168.51.232,443,61336,TCP,YouTube,,1,66,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,250,182041,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,58417,53,UDP,DNS,,1,84,1772215266,FORWARDED,LAN
192.168.51.232,192.168.3.8,55520,53,UDP,DNS,,1,84,1772215266,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58417,UDP,DNS,,1,141,1772215266,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55520,UDP,DNS,,1,100,1772215266,FORWARDED,LAN
192.168.51.232,142.250.193.104,55625,443,UDP,Google,www.googletagmanager.com,1,1292,1772215266,FORWARDED,USA
192.168.51.232,192.168.3.8,63270,53,UDP,DNS,,1,88,1772215266,FORWARDED,LAN
192.168.51.232,192.168.3.8,60975,53,UDP,DNS,,1,88,1772215266,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63270,UDP,DNS,,1,138,1772215266,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,60975,UDP,DNS,,1,104,1772215266,FORWARDED,LAN
192.168.51.232,142.250.76.74,61697,443,UDP,Google,ogads-pa.clients6.google.com,1,1292,1772215266,FORWARDED,USA
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,1,82,1772215266,FORWARDED,LAN
192.168.51.232,142.250.193.104,54751,443,TCP,Google,www.googletagmanager.com,1,66,1772215266,FORWARDED,USA
142.250.76.74,192.168.51.232,443,61697,UDP,Google,ogads-pa.clients6.google.com,1,82,1772215266,FORWARDED,LAN
192.168.51.232,142.250.76.74,58244,443,TCP,Google,ogads-pa.clients6.google.com,1,66,1772215266,FORWARDED,USA
142.250.193.104,192.168.51.232,443,54751,TCP,Google,www.googletagmanager.com,1,66,1772215266,FORWARDED,LAN
142.250.76.74,192.168.51.232,443,58244,TCP,Google,ogads-pa.clients6.google.com,1,66,1772215266,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,150,32150,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,300,229143,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,350,292764,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,400,355262,1772215246,FORWARDED,LAN
192.168.51.232,142.250.76.74,51842,443,UDP,Google,ogads-pa.clients6.google.com,1,1292,1772215266,FORWARDED,USA
142.250.76.74,192.168.51.232,443,51842,UDP,Google,ogads-pa.clients6.google.com,1,82,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,450,414101,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,500,476857,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,550,539944,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,600,600391,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,650,651023,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,200,44340,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,700,707401,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,58126,53,UDP,DNS,,1,80,1772215267,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58126,UDP,DNS,,1,96,1772215267,FORWARDED,LAN
